origem,destino,peso
Liberdade - SP,Escola Adventista de Pedreira - AP,15.25507585121238
Liberdade - SP,Escola Adventista de Porto Feliz,98.93088082729248
Liberdade - SP,Escola Adventista de São Roque,50.242428093341175
Liberdade - SP,Colégio Adventista Pirajuçara,19.288554175428004
Liberdade - SP,Escola Adventista Thiago White,21.672026706820862
Liberdade - SP,Unasp-HT - Centro Universitário Adventista Hortolândia,96.77048567582021
Liberdade - SP,Unasp-SP - Centro Universitário Adventista - São Paulo,18.901746681329175
Liberdade - SP,Escola Adventista de Educação Infantil de Vila Matilde,11.687621855611225
Liberdade - SP,Colégio Adventista de Alphaville,24.413412433196637
Liberdade - SP,Unasp-BI - Centro Universitário Adventista - Bilíngue,18.901746681329175
Colégio Adventista da Liberdade - BA,Colégio Adventista de Castelo Branco,7.590475090171965
Colégio Adventista da Liberdade - BA,Colégio Adventista de Feira de Santana,90.50687161214124
Colégio Adventista da Liberdade - BA,Colégio Adventista de Itapagipe,1.8397420006661123
Colégio Adventista da Liberdade - BA,Colégio Adventista de Lauro de Freitas,23.22195452266901
Colégio Adventista da Liberdade - BA,Colégio Adventista de Salvador,2.4407399206641895
Colégio Adventista da Liberdade - BA,Colégio Adventista de São Caetano,2.3592175496327332
Colégio Adventista da Liberdade - BA,Escola Adventista de Amaralina,7.112530613336946
Colégio Adventista da Liberdade - BA,Escola Adventista de IAPI,1.8497927110747017
Colégio Adventista da Liberdade - BA,Escola Adventista de Jardim Cruzeiro,2.51514524194309
Colégio Adventista da Liberdade - BA,Escola Adventista de Paripe,12.616675401933211
Colégio Adventista da Liberdade - BA,Escola Adventista de Praia Grande,8.82440498273324
Colégio Adventista da Liberdade - BA,Escola Adventista de Santo Antonio de Jesus,84.60620506357631
Colégio Adventista da Liberdade - BA,Colégio Adventista da Bahia,66.51619108350572
Colégio Adventista da Tijuca,Colégio Adventista de Campo Grande,35.86249395656204
Colégio Adventista da Tijuca,Colégio Adventista de Duque de Caxias,15.91893655076465
Colégio Adventista da Tijuca,Colégio Adventista de Itaboraí,41.268613475760816
Colégio Adventista da Tijuca,Colégio Adventista de Itaguaí,58.98553233537953
Colégio Adventista da Tijuca,Colégio Adventista de Jacarepaguá,14.687589913590394
Colégio Adventista da Tijuca,Colégio Adventista de Niterói,13.6676828685533
Colégio Adventista da Tijuca,Colégio Adventista de Padre Miguel,23.981425984068636
Colégio Adventista da Tijuca,Colégio Adventista de Botafogo,4.62940952553675
Colégio Adventista da Tijuca,Escola Adventista de Inhaúma,8.457502676984907
Colégio Adventista da Tijuca,Escola Adventista de Jardim Metrópole,20.147260572462216
Colégio Adventista da Tijuca,Escola Adventista de Nova Iguaçu,30.031396247742162
Colégio Adventista da Tijuca,IPAE - Instituto Petropolitano Adventista de Ensino,52.86742338337406
Colégio Adventista da Tijuca,Colégio Adventista de Nova Iguaçu,31.190597497672
Colégio Adventista da Tijuca,Colégio Adventista de São Gonçalo,22.471115197611013
Colégio Adventista da Tijuca,Escola Adventista de Música ARS,13.01676868863061
Colégio Adventista da Tijuca,Escola Adventista da Barra da Tijuca,13.938416161785408
Colégio Adventista de Altamira,IATAI - Instituto Adventista Transamazônico Agroindustrial,148.26060558330104
Colégio Adventista de Americana,Colégio Adventista de Araçariguama,80.84527117157994
Colégio Adventista de Americana,Colégio Adventista de Bragança Paulista,82.98896480599082
Colégio Adventista de Americana,Colégio Adventista de Campinas,32.736578061028084
Colégio Adventista de Americana,Colégio Adventista de Campinas - Unidade Castelo,29.779820774831364
Colégio Adventista de Americana,Colégio Adventista de Hortolândia,17.698284543337607
Colégio Adventista de Americana,Colégio Adventista de Limeira,23.20008372154141
Colégio Adventista de Americana,Colégio Adventista de Paulínia,16.902124961094493
Colégio Adventista de Americana,Colégio Adventista de Piracicaba,34.28779509291928
Colégio Adventista de Americana,Colégio Adventista de Sorocaba,89.03959193481043
Colégio Adventista de Americana,Colégio Adventista de Tatuí,88.71153945942561
Colégio Adventista de Americana,Colégio Adventista de Artur Nogueira,22.570130717654465
Colégio Adventista de Americana,Escola Adventista de Indaiatuba,41.537556551829965
Colégio Adventista de Americana,Colégio Adventista de Jundiaí,69.6992488322348
Colégio Adventista de Americana,Colégio Adventista de Mogi Guaçu,53.866635071989414
Colégio Adventista de Americana,Escola Adventista de Porto Feliz,55.813746921171486
Colégio Adventista de Americana,Colégio Adventista de Rio Claro,44.80716120488969
Colégio Adventista de Americana,Escola Adventista de São Roque,89.15399389413919
Colégio Adventista de Americana,Escola Cursos - Trilhas,88.71153945942561
Colégio Adventista de Americana,Unasp-EC - Centro Universitário Adventista Engenheiro Coelho,30.303058208069636
Colégio Adventista de Americana,Unasp-HT - Centro Universitário Adventista Hortolândia,17.731114634595045
Colégio Adventista de Americana,Escola Parceira,88.71153945942561
Colégio Adventista de Americana,Colégio Adventista de Alphaville,94.77580041975783
Colégio Adventista de Americanópolis,Colégio Adventista de Araçariguama,49.74773434023909
Colégio Adventista de Americanópolis,Colégio Adventista de Bragança Paulista,79.4722439718959
Colégio Adventista de Americanópolis,Colégio Adventista de Campinas,92.44724658697659
Colégio Adventista de Americanópolis,Colégio Adventista de Campinas - Unidade Castelo,95.2219154344944
Colégio Adventista de Americanópolis,Escola Adventista de Campo de Fora,12.233881559353692
Colégio Adventista de Americanópolis,Colégio Adventista de Campo Limpo,12.835275877528035
Colégio Adventista de Americanópolis,Colégio Adventista de Cidade Ademar,1.554932399107484
Colégio Adventista de Americanópolis,Colégio Adventista de Cotia,29.997024678359573
Colégio Adventista de Americanópolis,Colégio Adventista de Diadema,3.906945779922138
Colégio Adventista de Americanópolis,Colégio Adventista de Embu das Artes,22.628786992416266
Colégio Adventista de Americanópolis,Colégio Adventista de Engenheiro Goulart,21.705012014052492
Colégio Adventista de Americanópolis,Colégio Adventista de Gopoúva,23.672040032343634
Colégio Adventista de Americanópolis,Colégio Adventista de Interlagos,8.079866798994344
Colégio Adventista de Americanópolis,Colégio Adventista de Jacareí,77.36113978213938
Colégio Adventista de Americanópolis,Colégio Adventista de Jardim Utinga,13.32093682033979
Colégio Adventista de Americanópolis,Colégio Adventista de Mauá,19.66465773836934
Colégio Adventista de Americanópolis,Colégio Adventista de Mogi das Cruzes,47.3379569919724
Colégio Adventista de Americanópolis,Colégio Adventista de Praia Grande,44.605427278714785
Colégio Adventista de Americanópolis,Colégio Adventista de Santo Amaro,5.80201128422207
Colégio Adventista de Americanópolis,Colégio Adventista de Santo André,11.822408063070117
Colégio Adventista de Americanópolis,Colégio Adventista de Santos,45.03579425177681
Colégio Adventista de Americanópolis,Colégio Adventista de São Bernardo do Campo,12.109075534632254
Colégio Adventista de Americanópolis,Colégio Adventista de São Caetano do Sul,7.861496623827844
Colégio Adventista de Americanópolis,Colégio Adventista de São José dos Campos,89.27160696915794
Colégio Adventista de Americanópolis,Colégio Adventista de São Miguel Paulista,27.91737663331761
Colégio Adventista de Americanópolis,Colégio Adventista de Sorocaba,87.68925281380619
Colégio Adventista de Americanópolis,Colégio Adventista de Taboão da Serra,14.24203423439866
Colégio Adventista de Americanópolis,Colégio Adventista de Tucuruvi,19.461183220713504
Colégio Adventista de Americanópolis,Colégio Adventista de Vila Alpina,10.079484574907804
Colégio Adventista de Americanópolis,Escola Adventista de Vila das Belezas,10.045031144528199
Colégio Adventista de Americanópolis,Colégio Adventista de Vila Galvão,23.37782234495041
Colégio Adventista de Americanópolis,Colégio Adventista de Vila Matilde,18.198374626236024
Colégio Adventista de Americanópolis,Colégio Adventista de Vila Nova Cachoeirinha,21.050308364873814
Colégio Adventista de Americanópolis,Colégio Adventista de Vila Yara,16.883383800122914
Colégio Adventista de Americanópolis,Colégio Adventista do Brooklin,5.663517107476885
Colégio Adventista de Americanópolis,Colégio Adventista Ellen G. White,13.01045353423385
Colégio Adventista de Americanópolis,Colégio Adventista da Granja Viana,22.455582471293376
Colégio Adventista de Americanópolis,Escola Adventista de Alvorada - SP,14.24258704625025
Colégio Adventista de Americanópolis,Escola Adventista de Campo Grande,5.042711481286299
Colégio Adventista de Americanópolis,Escola Adventista de Ibiúna,57.87332897330109
Colégio Adventista de Americanópolis,Escola Adventista de Indaiatuba,84.09269993458605
Colégio Adventista de Americanópolis,Colégio Adventista de Itapecerica da Serra,22.26210586912207
Colégio Adventista de Americanópolis,Escola Adventista de Jardim das Palmeiras,13.558397096889944
Colégio Adventista de Americanópolis,Escola Adventista de Jardim Lilah,14.130951784413817
Colégio Adventista de Americanópolis,Colégio Adventista de Jundiaí,54.589614766961255
Colégio Adventista de Americanópolis,Escola Adventista de Pedreira - AP,4.991760955622032
Colégio Adventista de Americanópolis,Escola Adventista de São Roque,51.550519643128055
Colégio Adventista de Americanópolis,Colégio Adventista Pirajuçara,16.03788583439569
Colégio Adventista de Americanópolis,Escola Adventista Thiago White,16.0865790385001
Colégio Adventista de Americanópolis,Unasp-SP - Centro Universitário Adventista - São Paulo,14.114720624756032
Colégio Adventista de Americanópolis,Escola Adventista de Educação Infantil de Vila Matilde,17.867935455691985
Colégio Adventista de Americanópolis,Colégio Adventista de Alphaville,29.325027307171673
Colégio Adventista de Americanópolis,Unasp-BI - Centro Universitário Adventista - Bilíngue,14.114720624756032
Colégio Adventista de Araçariguama,Colégio Adventista de Bragança Paulista,76.21379033237059
Colégio Adventista de Araçariguama,Colégio Adventista de Campinas,57.163987094205424
Colégio Adventista de Araçariguama,Colégio Adventista de Campinas - Unidade Castelo,59.15093154821486
Colégio Adventista de Araçariguama,Escola Adventista de Campo de Fora,39.6949669194347
Colégio Adventista de Araçariguama,Colégio Adventista de Campo Limpo,37.47098411213329
Colégio Adventista de Araçariguama,Colégio Adventista de Cidade Ademar,49.67632108334821
Colégio Adventista de Araçariguama,Colégio Adventista de Cotia,22.09506998041513
Colégio Adventista de Araçariguama,Colégio Adventista de Diadema,53.203426531424284
Colégio Adventista de Araçariguama,Colégio Adventista de Embu das Artes,32.73514287722451
Colégio Adventista de Araçariguama,Colégio Adventista de Engenheiro Goulart,56.169898781559944
Colégio Adventista de Araçariguama,Colégio Adventista de Gopoúva,53.42976311827227
Colégio Adventista de Araçariguama,Colégio Adventista de Hortolândia,63.619502984196785
Colégio Adventista de Araçariguama,Colégio Adventista de Interlagos,48.92002419718604
Colégio Adventista de Araçariguama,Colégio Adventista de Jardim Utinga,59.375190890488405
Colégio Adventista de Araçariguama,Colégio Adventista de Mauá,67.80210301022306
Colégio Adventista de Araçariguama,Colégio Adventista de Mogi das Cruzes,88.62143278666028
Colégio Adventista de Araçariguama,Colégio Adventista de Paulínia,74.16566019637617
Colégio Adventista de Araçariguama,Colégio Adventista de Piracicaba,96.01475651932267
